"Song","Artist","Title","Quadrant","PQuad","MoodsTotal","Moods","MoodsFoundStr","MoodsStr","MoodsStrSplit","Genres","GenresStr","Sample","SampleURL"
"MT0001053268","Aretha Franklin","Gentle on My Mind","Q1",0.6,5,4,"lively; optimistic; romantic; strong","Lively; Optimistic; Pulsing; Romantic; Strong","Lively; Optimistic; Pulsing; Romantic; Strong",2,"Electronic; R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=0Lmy_uSvdlzSbbZpWKo4hGjIb8Tr8vVfGLIuM5x_WSg=&f=J"
"MT0001058887","Smokey Robinson","My Girl","Q4",0.590909090909091,22,18,"amiable; bright; carefree; cheerful; confident; earnest; elegant; happy; joyous; mellow; poignant; refined; romantic; sentimental; smooth; stylish; sweet; warm","Amiable/Good-Natured; Bright; Carefree; Cheerful; Confident; Earnest; Elegant; Happy; Joyous; Laid-Back/Mellow; Poignant; Refined; Romantic; Sentimental; Smooth; Springlike; Stylish; Summery; Sweet; Warm","Amiable; Good-Natured; Bright; Carefree; Cheerful; Confident; Earnest; Elegant; Happy; Joyous; Laid-Back; Mellow; Poignant; Refined; Romantic; Sentimental; Smooth; Springlike; Stylish; Summery; Sweet; Warm",2,"R&B; Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=aCfwFCt1XCt3ZQZ_F3dJA82KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0001109401","Morcheeba","Moog Island","Q4",0.714285714285714,7,6,"calm; detached; hypnotic; lush; peaceful; soothing","Calm/Peaceful; Detached; Hypnotic; Lush; Restrained; Soothing","Calm; Peaceful; Detached; Hypnotic; Lush; Restrained; Soothing",1,"Electronic",1,"http://rovimusic.rovicorp.com/playback.mp3?c=idK2vKIkegotOdhsvx85b82KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0001189913","Kay Kyser","(I Got Spurs That) Jingle; Jangle; Jingle","Q1",0.6,5,4,"happy; humorous; joyous; rustic","Happy; Humorous; Joyous; Rustic; Summery","Happy; Humorous; Joyous; Rustic; Summery",3,"Jazz; Easy Listening; Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=DXYizMacDwIHFbMfkC_SkfQIxMnXLaW9NvEpt_rvU6E=&f=J"
"MT0001193971","Travis Tritt","No Vacation from the Blues","Q3",0.666666666666667,3,3,"anguished; distraught; rowdy","Anguished/Distraught; Rowdy","Anguished; Distraught; Rowdy",1,"Country",1,"http://rovimusic.rovicorp.com/playback.mp3?c=4N1DltlBeOZq-3upwZPEMM2KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0001195535","Willie Nelson","I've Loved You All Over the World","Q4",0.555555555555556,9,7,"carefree; cheerful; dreamy; nostalgic; optimistic; positive; sweet","Carefree; Cheerful; Dreamy; Nostalgic; Optimistic; Positive; Striding; Sweet; Swinging","Carefree; Cheerful; Dreamy; Nostalgic; Optimistic; Positive; Striding; Sweet; Swinging",3,"Country; International; Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=c5KZxaFKTi7Mm6O3r-j6rvKUU23ZQzDPVjJ3ONioHGo=&f=J"
"MT0001217651","Choppa","Choppa Style","Q1",0.75,4,3,"happy; rousing; sexual","Happy; Rousing; Sexual; Swaggering","Happy; Rousing; Sexual; Swaggering",1,"Rap",1,"http://rovimusic.rovicorp.com/playback.mp3?c=i3Gf4b1g3H0KuRefG16CdKwfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0001236649","The Black Crowes","Shape of Things to Come","Q1",0.75,4,3,"lively; powerful; strong","Boisterous; Lively; Powerful; Strong","Boisterous; Lively; Powerful; Strong",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=q3FAXz2gkRVTRGqvpMQREvKUU23ZQzDPVjJ3ONioHGo=&f=J"
"MT0001284801","Billie Holiday","Jim","Q3",0.6,5,3,"gloomy; sad; weary","Gloomy; Restrained; Sad; Somber; Weary","Gloomy; Restrained; Sad; Somber; Weary",3,"Blues; Jazz; Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=SCWTBe6v5Dh36QEGmsjKqv3pqi0RS20pHqZddGAWQOA=&f=I"
"MT0001333258","The Dramatics","Beware of the Man (With the Candy in His Hand)","Q2",0.666666666666667,3,3,"anguished; distraught; ominous","Anguished/Distraught; Ominous","Anguished; Distraught; Ominous",1,"R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=t5T_qHyTxPTAISdi4bLvg_QIxMnXLaW9NvEpt_rvU6E=&f=J"
"MT0001335920","The Allman Brothers Band","Long Time Gone","Q1",0.75,4,4,"cheerful; nostalgic; positive; romantic","Cheerful; Nostalgic; Positive; Romantic","Cheerful; Nostalgic; Positive; Romantic",3,"Country; Electronic; Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=izNbo0Ynmttdh28lLI93nfQIxMnXLaW9NvEpt_rvU6E=&f=J"
"MT0001340713","Oscar D'León","Mírala Como Se Menea","Q1",0.666666666666667,3,3,"exciting; sparkling; spicy","Exciting; Sparkling; Spicy","Exciting; Sparkling; Spicy",1,"Latin",1,"http://rovimusic.rovicorp.com/playback.mp3?c=xkAYWaVwYmB2VCnLAJoBiawfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0001376988","Crucifucks","Lights Over Baghdad","Q2",0.571428571428571,7,6,"cynical; outrageous; reckless; sarcastic; snide; trashy","Cynical/Sarcastic; Nihilistic; Outrageous; Reckless; Snide; Trashy","Cynical; Sarcastic; Nihilistic; Outrageous; Reckless; Snide; Trashy",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=G3GhzfIEHIwlQtLK7FgXU4apJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0001394087","Joe Pass","Misty","Q4",0.692307692307692,13,13,"complex; elegant; innocent; intimate; light; organic; passionate; refined; smooth; sophisticated; sparkling; stylish; warm","Complex; Elegant; Innocent; Intimate; Light; Organic; Passionate; Refined; Smooth; Sophisticated; Sparkling; Stylish; Warm","Complex; Elegant; Innocent; Intimate; Light; Organic; Passionate; Refined; Smooth; Sophisticated; Sparkling; Stylish; Warm",1,"Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=6L_8xF5vMQnxAx_Ai4-PHDqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0001418045","John Mayall","She's Too Young","Q1",0.6,5,4,"euphoric; explosive; lively; thrilling","Euphoric; Explosive; Lively; Swinging; Thrilling","Euphoric; Explosive; Lively; Swinging; Thrilling",2,"Electronic; R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=l6kVeirfh9w9dEQJC9tylKwfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0001419145","High Contrast","Only Two Can Play","Q2",0.666666666666667,3,3,"explosive; jittery; nervous","Explosive; Nervous/Jittery","Explosive; Nervous; Jittery",1,"Electronic",1,"http://rovimusic.rovicorp.com/playback.mp3?c=nBdeo-6ZFpFWMgAwGr31B2jIb8Tr8vVfGLIuM5x_WSg=&f=J"
"MT0001438043","Jack DeJohnette","All My Tomorrows","Q4",0.583333333333333,12,8,"carefree; delicate; elaborate; innocent; nostalgic; precious; stately; witty","Carefree; Delicate; Elaborate; Innocent; Literate; Nostalgic; Precious; Self-Conscious; Stately; Street-Smart; Witty; Wry","Carefree; Delicate; Elaborate; Innocent; Literate; Nostalgic; Precious; Self-Conscious; Stately; Street-Smart; Witty; Wry",2,"Jazz; Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=yCMHMfX8UJn6nslI-bD-KPh0BJxFGWncDvRkmPV4knk=&f=J"
"MT0001472536","Jimmy Reed","Left Handed Woman","Q3",0.8,5,4,"greasy; lazy; messy; weary","Greasy; Lazy; Messy; Sparse; Weary","Greasy; Lazy; Messy; Sparse; Weary",2,"Blues; R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=ciHXx2k7I5kruFiUFIfipPKUU23ZQzDPVjJ3ONioHGo=&f=J"
"MT0001494812","New Edition","Can You Stand the Rain","Q4",0.541666666666667,24,19,"amiable; bittersweet; bright; brooding; calm; gentle; innocent; intimate; light; melancholy; mellow; peaceful; poignant; reflective; romantic; sensual; sentimental; soothing; sweet","Amiable/Good-Natured; Bittersweet; Bright; Brooding; Calm/Peaceful; Gentle; Innocent; Intimate; Laid-Back/Mellow; Light; Melancholy; Plaintive; Poignant; Reflective; Romantic; Sensual; Sentimental; Soothing; Sweet; Wistful; Yearning","Amiable; Good-Natured; Bittersweet; Bright; Brooding; Calm; Peaceful; Gentle; Innocent; Intimate; Laid-Back; Mellow; Light; Melancholy; Plaintive; Poignant; Reflective; Romantic; Sensual; Sentimental; Soothing; Sweet; Wistful; Yearning",3,"Electronic; Pop/Rock; R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=xnKTKrnDIQDBI1pZCYtpdfKUU23ZQzDPVjJ3ONioHGo=&f=J"
"MT0001511433","Bobbie Nelson","O Little Town of Bethlehem","Q4",0.875,16,15,"amiable; earthy; gentle; innocent; intimate; light; precious; quiet; refined; relaxed; reserved; reverent; sentimental; soft; warm","Amiable/Good-Natured; Earthy; Gentle; Innocent; Intimate; Light; Precious; Refined; Relaxed; Reserved; Reverent; Sentimental; Soft/Quiet; Warm","Amiable; Good-Natured; Earthy; Gentle; Innocent; Intimate; Light; Precious; Refined; Relaxed; Reserved; Reverent; Sentimental; Soft; Quiet; Warm",2,"Holiday; Country",1,"http://rovimusic.rovicorp.com/playback.mp3?c=rrzD8-R9eMP9XYGRRq8wy82KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0001515531","McCoy Tyner","Comtemplation","Q3",0.75,4,4,"cerebral; clinical; complex; reserved","Cerebral; Clinical; Complex; Reserved","Cerebral; Clinical; Complex; Reserved",1,"Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=oMDKYKAEKUMcY8f8rhhl_ZjWf7KriH64XH0cLbjLrOY=&f=J"
"MT0001521543","Elmore James","Shake Your Moneymaker","Q1",0.538461538461538,13,11,"confident; earthy; exciting; fiery; gritty; intense; joyous; lively; passionate; rousing; urgent","Confident; Earthy; Exciting; Fiery; Gritty; Intense; Joyous; Lively; Passionate; Rollicking; Rousing; Swaggering; Urgent","Confident; Earthy; Exciting; Fiery; Gritty; Intense; Joyous; Lively; Passionate; Rollicking; Rousing; Swaggering; Urgent",1,"Blues",1,"http://rovimusic.rovicorp.com/playback.mp3?c=qtmD5YiRdskvPn5onYFy1DqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0001523435","Billie Holiday","I Gotta Right to Sing the Blues","Q3",0.666666666666667,6,5,"bitter; brooding; nocturnal; sad; weary","Bitter; Brooding; Nocturnal; Sad; Somber; Weary","Bitter; Brooding; Nocturnal; Sad; Somber; Weary",3,"Jazz; Blues; Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=FlOokEhir2hj13NlWgiKqPKUU23ZQzDPVjJ3ONioHGo=&f=J"
"MT0001526386","Big Maceo Merriweather","I Lost My Woman","Q3",0.75,4,4,"anguished; bitter; distraught; lazy","Anguished/Distraught; Bitter; Lazy","Anguished; Distraught; Bitter; Lazy",1,"Blues",1,"http://rovimusic.rovicorp.com/playback.mp3?c=2ULKQI6JCCNRi7ZSoAyUIPQIxMnXLaW9NvEpt_rvU6E=&f=J"
"MT0001533920","Raymond Scott","Bumpy Weather Over Newark","Q3",0.6,5,5,"complex; difficult; eccentric; exciting; manic","Complex; Difficult; Eccentric; Exciting; Manic","Complex; Difficult; Eccentric; Exciting; Manic",5,"Comedy/Spoken; Stage & Screen; Easy Listening; Pop/Rock; Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=eL4OVk18KX9lhN8GaIy3soapJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0001542676","Fennesz","Château Rouge","Q3",0.571428571428571,7,6,"cerebral; clinical; complex; difficult; elaborate; intense","Cerebral; Clinical; Complex; Difficult; Elaborate; Intense; Restrained","Cerebral; Clinical; Complex; Difficult; Elaborate; Intense; Restrained",3,"Avant-Garde; Electronic; Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=dEFGgoGC_6XhApAjO5HxH_QIxMnXLaW9NvEpt_rvU6E=&f=J"
"MT0001583214","Seether","Fmlyhm","Q2",0.555555555555556,9,7,"anguished; anxious; distraught; gloomy; ominous; sleazy; tense","Angst-Ridden; Anguished/Distraught; Cathartic; Gloomy; Ominous; Sleazy; Tense/Anxious","Angst-Ridden; Anguished; Distraught; Cathartic; Gloomy; Ominous; Sleazy; Tense; Anxious",2,"Pop/Rock; Stage & Screen",1,"http://rovimusic.rovicorp.com/playback.mp3?c=CHcT5UNqpYA25sEUmz6YsawfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0001586807","Stan Kenton","Cuban Carnival","Q1",0.666666666666667,3,3,"exciting; joyous; sparkling","Exciting; Joyous; Sparkling","Exciting; Joyous; Sparkling",1,"Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=59cTN84JMSN_ehCYRi9jXc2KXJKuJLE7UG4BJXcyKZ4=&f=I"
"MT0001594582","Maria Muldaur","I'll Be Your Baby Tonight","Q4",0.857142857142857,7,7,"cheerful; delicate; earthy; gentle; organic; refined; sweet","Cheerful; Delicate; Earthy; Gentle; Organic; Refined; Sweet","Cheerful; Delicate; Earthy; Gentle; Organic; Refined; Sweet",3,"Folk; Pop/Rock; Children's",1,"http://rovimusic.rovicorp.com/playback.mp3?c=orVfeQ5PSNkHEDhU6Oa8KWjIb8Tr8vVfGLIuM5x_WSg=&f=J"
"MT0001605268","Tom Jones","It's Not Unusual","Q1",0.545454545454545,11,8,"bravado; dramatic; energetic; lively; melancholy; passionate; playful; rousing","Bravado; Campy; Dramatic; Energetic; Lively; Melancholy; Passionate; Playful; Rousing; Swaggering; Yearning","Bravado; Campy; Dramatic; Energetic; Lively; Melancholy; Passionate; Playful; Rousing; Swaggering; Yearning",2,"Pop/Rock; Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=Ssf_YcBoI5p4rPYS_2gJpKwfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0001613887","...And Oceans","Of Devilish Tongues","Q2",0.666666666666667,3,3,"jittery; negative; nervous","Negative; Nervous/Jittery","Negative; Nervous; Jittery",3,"Electronic; International; Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=GLHU-tudo0q1DHM-Oumzt82KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0001615005","Silverstein","Worlds Apart","Q2",0.6,5,4,"anguished; distraught; hostile; tragic","Angst-Ridden; Anguished/Distraught; Hostile; Tragic","Angst-Ridden; Anguished; Distraught; Hostile; Tragic",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=WTNl0PMOjmbhROLh4EqSXWjIb8Tr8vVfGLIuM5x_WSg=&f=J"
"MT0001624303","Rod Stewart","Thanks for the Memory","Q4",0.545454545454545,11,7,"amiable; innocent; light; mellow; nostalgic; poignant; romantic","Amiable/Good-Natured; Innocent; Laid-Back/Mellow; Light; Nostalgic; Plaintive; Poignant; Romantic; Wistful","Amiable; Good-Natured; Innocent; Laid-Back; Mellow; Light; Nostalgic; Plaintive; Poignant; Romantic; Wistful",2,"Vocal; Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=QPD_D5XWEF9IKoVap3dqADqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0001641228","Percy Faith","Sound of Music","Q4",1,6,6,"atmospheric; lush; quiet; soft; soothing; sweet","Atmospheric; Lush; Soft/Quiet; Soothing; Sweet","Atmospheric; Lush; Soft; Quiet; Soothing; Sweet",2,"Easy Listening; Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=i7d9jiHmTv_8jr0ufUjHKvKUU23ZQzDPVjJ3ONioHGo=&f=J"
"MT0001661022","Les Brown","The Christmas Song","Q4",0.8,5,5,"calm; delicate; happy; peaceful; precious","Calm/Peaceful; Delicate; Happy; Precious","Calm; Peaceful; Delicate; Happy; Precious",3,"Holiday; Jazz; Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=FRN7MypevMUe2tc3r28hW2jIb8Tr8vVfGLIuM5x_WSg=&f=J"
"MT0001671399","Jimmy Buffett","Caribbean Amphibian","Q1",0.666666666666667,3,3,"happy; rousing; uplifting","Happy; Rousing; Uplifting","Happy; Rousing; Uplifting",1,"Children's",1,"http://rovimusic.rovicorp.com/playback.mp3?c=yzQnheaQh09ZNjiWZI08dYapJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0001673884","Jon Hendricks","Since I Fell for You","Q3",0.6,5,4,"cynical; gloomy; indulgent; sarcastic","Austere; Cynical/Sarcastic; Gloomy; Indulgent","Austere; Cynical; Sarcastic; Gloomy; Indulgent",2,"Jazz; Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=FOESvH9i1i7gPCA3W5d-sjqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0001676671","Gloria Estefan","Mi Buen Amor","Q4",0.769230769230769,13,12,"calm; earthy; elegant; light; passionate; peaceful; precious; refined; relaxed; reserved; romantic; sweet","Calm/Peaceful; Earthy; Elegant; Light; Passionate; Precious; Refined; Relaxed; Reserved; Restrained; Romantic; Sweet","Calm; Peaceful; Earthy; Elegant; Light; Passionate; Precious; Refined; Relaxed; Reserved; Restrained; Romantic; Sweet",2,"Latin; Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=RDKH-_bgF_BmSU5zoQnROPQIxMnXLaW9NvEpt_rvU6E=&f=J"
"MT0001680969","Little Brother","The Becoming","Q1",1,4,4,"fiery; humorous; provocative; witty","Fiery; Humorous; Provocative; Witty","Fiery; Humorous; Provocative; Witty",1,"Rap",1,"http://rovimusic.rovicorp.com/playback.mp3?c=w_zbP4_rYe8ZljN0wgkER_QIxMnXLaW9NvEpt_rvU6E=&f=J"
"MT0001703346","Cal Tjader","Tumbao","Q1",0.666666666666667,3,3,"complex; exciting; spicy","Complex; Exciting; Spicy","Complex; Exciting; Spicy",1,"Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=UbyX3dDSzR1zkYKWun9Kg4apJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0001753457","Sidney Bechet","Mandy; Make up Your Mind","Q1",0.6,10,7,"exciting; giddy; happy; intense; joyous; spicy; urgent","Campy; Exciting; Giddy; Gleeful; Happy; Intense; Joyous; Rollicking; Spicy; Urgent","Campy; Exciting; Giddy; Gleeful; Happy; Intense; Joyous; Rollicking; Spicy; Urgent",1,"Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=ksshF2jO-NaDVzcKGR26EJjWf7KriH64XH0cLbjLrOY=&f=J"
"MT0001757676","Spike Jones","Barstool Cowboy from Old Barstow","Q1",0.6,5,3,"giddy; humorous; joyous","Campy; Giddy; Humorous; Joyous; Rambunctious","Campy; Giddy; Humorous; Joyous; Rambunctious",2,"Comedy/Spoken; Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=GUFRrKr5MhdajPwZ9arTQoapJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0001766004","Nuclear Assault","Discharged Reason","Q2",0.75,4,4,"angry; harsh; manic; paranoid","Angry; Harsh; Manic; Paranoid","Angry; Harsh; Manic; Paranoid",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=ceXuG60fBA4JlJGOB1vi72jIb8Tr8vVfGLIuM5x_WSg=&f=J"
"MT0001768550","Joe Pass","Blues for O.P.","Q4",0.75,4,4,"complex; innocent; organic; sparkling","Complex; Innocent; Organic; Sparkling","Complex; Innocent; Organic; Sparkling",1,"Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=1vo7qSjn7iDGFSPzKs_r5v3pqi0RS20pHqZddGAWQOA=&f=J"
"MT0001810607","Ziggy Marley","Long Winter","Q3",0.75,4,4,"anguished; brooding; distraught; sad","Anguished/Distraught; Brooding; Sad","Anguished; Distraught; Brooding; Sad",1,"Reggae",1,"http://rovimusic.rovicorp.com/playback.mp3?c=w5udtzJMa7v08BZmuYUvamjIb8Tr8vVfGLIuM5x_WSg=&f=J"
"MT0001844620","The Walkabouts","Certain Gift","Q3",0.666666666666667,3,3,"gloomy; lonely; mystical","Gloomy; Lonely; Mystical","Gloomy; Lonely; Mystical",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=xZGho985Kg_8a9rMxWWS4mjIb8Tr8vVfGLIuM5x_WSg=&f=J"
"MT0001870847","Marley Girls","Natty Dread","Q4",0.666666666666667,6,4,"hypnotic; poignant; reverent; spiritual","Boisterous; Hypnotic; Poignant; Reverent; Spiritual; Summery","Boisterous; Hypnotic; Poignant; Reverent; Spiritual; Summery",1,"Reggae",1,"http://rovimusic.rovicorp.com/playback.mp3?c=xBaL0Qqemgd0LLpjmOfGBfKUU23ZQzDPVjJ3ONioHGo=&f=J"
"MT0001871732","Apparat","You Don't Know Me","Q3",0.666666666666667,3,3,"lonely; sad; technical","Lonely; Sad; Technical","Lonely; Sad; Technical",2,"Classical; Electronic",1,"http://rovimusic.rovicorp.com/playback.mp3?c=FlWNshbEHUoJ1F4p7j3SpqwfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0001877603","Cephas & Wiggins","Trouble in Mind","Q4",0.666666666666667,3,3,"humorous; reverent; spiritual","Humorous; Reverent; Spiritual","Humorous; Reverent; Spiritual",1,"Blues",1,"http://rovimusic.rovicorp.com/playback.mp3?c=_WHs_Zr1m5ae_4hZzoP5yP3pqi0RS20pHqZddGAWQOA=&f=J"
"MT0001891229","The Prodigy","No Man Army","Q2",0.578947368421053,19,17,"aggressive; anxious; brash; exciting; fierce; fiery; harsh; hostile; intense; menacing; paranoid; rebellious; reckless; rowdy; tense; urgent; volatile","Aggressive; Brash; Exciting; Fierce; Fiery; Harsh; Hostile; Intense; Malevolent; Menacing; Paranoid; Raucous; Rebellious; Reckless; Rowdy; Tense/Anxious; Urgent; Volatile","Aggressive; Brash; Exciting; Fierce; Fiery; Harsh; Hostile; Intense; Malevolent; Menacing; Paranoid; Raucous; Rebellious; Reckless; Rowdy; Tense; Anxious; Urgent; Volatile",1,"Electronic",1,"http://rovimusic.rovicorp.com/playback.mp3?c=zCb_YQiqNC53xE1EjzRYXIapJnH0KBK7tayJ1L1z1aM=&f=I"
"MT0001898830","The Isley Brothers","Get Down off of the Train","Q1",0.666666666666667,3,3,"erotic; majestic; powerful","Erotic; Majestic; Powerful","Erotic; Majestic; Powerful",1,"R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=jwk_R2hLG6zWA9xqeN5gATqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0001920501","Billie Holiday","Everybody's Laughing","Q3",1,4,4,"gloomy; melancholy; sad; weary","Gloomy; Melancholy; Sad; Weary","Gloomy; Melancholy; Sad; Weary",3,"Jazz; Blues; Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=rkyj9yEXspk47cW32Y--rP3pqi0RS20pHqZddGAWQOA=&f=I"
"MT0001927746","Maxim","Poison","Q2",0.588235294117647,17,15,"anxious; exciting; fierce; fiery; harsh; hostile; intense; menacing; paranoid; rebellious; reckless; rowdy; tense; urgent; volatile","Exciting; Fierce; Fiery; Harsh; Hostile; Intense; Malevolent; Menacing; Paranoid; Raucous; Rebellious; Reckless; Rowdy; Tense/Anxious; Urgent; Volatile","Exciting; Fierce; Fiery; Harsh; Hostile; Intense; Malevolent; Menacing; Paranoid; Raucous; Rebellious; Reckless; Rowdy; Tense; Anxious; Urgent; Volatile",1,"Electronic",1,"http://rovimusic.rovicorp.com/playback.mp3?c=xKZ1A8pr1OSSn8jbmQzGXjqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0001929641","Jimmy Reed","Roll 'Em Pete","Q3",0.75,4,3,"greasy; lazy; messy","Greasy; Lazy; Messy; Sparse","Greasy; Lazy; Messy; Sparse",2,"Blues; R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=6NATe0yWHmjK9H0thG_tlZjWf7KriH64XH0cLbjLrOY=&f=J"
"MT0001934726","Jimmy Reed","You Got Me Crying","Q3",0.8,5,4,"greasy; lazy; messy; weary","Greasy; Lazy; Messy; Sparse; Weary","Greasy; Lazy; Messy; Sparse; Weary",2,"Blues; R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=efHSNdxTmuhsepwP8AqyzIapJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0001938929","D.R.I.","Stupid; Stupid War","Q2",0.666666666666667,6,5,"fierce; hostile; manic; outrageous; reckless","Fierce; Hostile; Malevolent; Manic; Outrageous; Reckless","Fierce; Hostile; Malevolent; Manic; Outrageous; Reckless",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=pVbIMTDp4qTiYbHLDxFlzv3pqi0RS20pHqZddGAWQOA=&f=J"
"MT0001942272","Jim Brickman","Simple Things","Q4",0.6,5,3,"calm; peaceful; sparkling","Calm/Peaceful; Restrained; Sparkling; Springlike","Calm; Peaceful; Restrained; Sparkling; Springlike",2,"New Age; Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=vEvDoV970KK0ClxwrDrDt6wfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0001962373","Void","Authority","Q2",0.571428571428571,7,6,"anguished; distraught; fierce; hostile; manic; outrageous","Anguished/Distraught; Fierce; Hostile; Manic; Outrageous; Ramshackle","Anguished; Distraught; Fierce; Hostile; Manic; Outrageous; Ramshackle",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=whVkjnBUEDv7BRgyTqYryP3pqi0RS20pHqZddGAWQOA=&f=I"
"MT0001967374","Chicago String Band","Clean Cut Mama","Q3",0.666666666666667,3,3,"eccentric; greasy; messy","Eccentric; Greasy; Messy","Eccentric; Greasy; Messy",4,"Jazz; Blues; Folk; Country",1,"http://rovimusic.rovicorp.com/playback.mp3?c=hO701PxCZqVm57484VMWfs2KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0001972380","Dead Can Dance","I Can See Now","Q3",0.571428571428571,7,5,"brooding; cerebral; detached; gloomy; hypnotic","Brooding; Cerebral; Detached; Gloomy; Hypnotic; Somber; Wintry","Brooding; Cerebral; Detached; Gloomy; Hypnotic; Somber; Wintry",3,"Jazz; New Age; Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=pMJYbW9Q6TC-W_J8YCSlSawfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0001975228","Obituary","Back Inside","Q2",0.6,10,8,"angry; bleak; fierce; harsh; hostile; menacing; ominous; outrageous","Angry; Bleak; Fierce; Harsh; Hostile; Menacing; Ominous; Outrageous; Suffocating; Unsettling","Angry; Bleak; Fierce; Harsh; Hostile; Menacing; Ominous; Outrageous; Suffocating; Unsettling",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=GMiepa53dMz8qGmY7pt7pc2KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0001980613","Jonathan Edwards","Wheels","Q4",0.75,4,3,"dreamy; nostalgic; sentimental","Dreamy; Nostalgic; Pulsing; Sentimental","Dreamy; Nostalgic; Pulsing; Sentimental",2,"Country; International",1,"http://rovimusic.rovicorp.com/playback.mp3?c=aeqpjqu7BeidUP7ZThGzQ2jIb8Tr8vVfGLIuM5x_WSg=&f=J"
"MT0001982863","María Victoria","Mil Besos","Q3",0.666666666666667,3,3,"anguished; distraught; sad","Anguished/Distraught; Sad","Anguished; Distraught; Sad",2,"International; Latin",1,"http://rovimusic.rovicorp.com/playback.mp3?c=W6mzVESrxl0Wb10NNBwCzPQIxMnXLaW9NvEpt_rvU6E=&f=J"
